"","Q1","Q2","Q3","Q4","Q5","Province"
"505","1","Liberal","Wrong","1","BlocQbc","Ontario"
"506","0",NA,"Wrong","1",NA,"British Columbia"
"507","1","Liberal","Standstill","4","ndp","Manitoba"
"508","1","BlocQbc","Wrong","1","Conservative","Saskatchewan"
"509","1","Liberal","Right","2","Liberal","Ontario"
"510","0",NA,"Standstill","4",NA,"Saskatchewan"
"511","1","BlocQbc","Wrong","3","Liberal","Ontario"
"512","1","Liberal","Standstill","4","Liberal","Alberta"
"513","1","Liberal","Wrong","2","ndp","Ontario"
"514","1","BlocQbc","Standstill","1","Liberal","Quebec"
"515","1","Liberal","Standstill","2","Conservative","Ontario"
"516","0",NA,"Right","2",NA,"British Columbia"
"517","0",NA,"Standstill","3",NA,"Ontario"
"518","1","BlocQbc","Wrong","5","Liberal","Ontario"
"519","1","Liberal","Standstill","5","Green","Ontario"
"520","1","Conservative","Wrong","4","Conservative","Ontario"
"521","1","Conservative","Wrong","4","Conservative","British Columbia"
"522","1","Liberal","Standstill","4","Conservative","British Columbia"
"523","1","Conservative","Right","3","Conservative","Ontario"
"524","1","Conservative","Wrong","1","Conservative","Quebec"
"525","0",NA,"Wrong","3",NA,"Quebec"
"526","1","Conservative","Right","5","Liberal","Ontario"
"527","1","Conservative","Wrong","3","Liberal","Alberta"
"528","1","Liberal","Wrong","3","Conservative","Ontario"
"529","1","Conservative","Standstill","4","BlocQbc","British Columbia"
"530","1","BlocQbc","Right","1","Liberal","Quebec"
"531","1","Green","Unsure","1","Conservative","British Columbia"
"532","1","Conservative","Wrong","2","Liberal","Quebec"
"533","1","Conservative","Wrong","2","BlocQbc","Alberta"
"534","1","Conservative","Standstill","3","Conservative","Ontario"
"535","0",NA,"Right","4",NA,"Manitoba"
"536","1","ndp","Right","3","Conservative","Manitoba"
"537","1","Liberal","Wrong","2","Liberal","Alberta"
"538","1","Conservative","Wrong","1","Liberal","Alberta"
"539","1","Conservative","Right","2","Liberal","Quebec"
"540","1","Conservative","Standstill","4","ndp","Ontario"
"541","1","Conservative","Right","3","BlocQbc","Ontario"
"542","1","BlocQbc","Wrong","3","Conservative","Ontario"
"543","1","Liberal","Right","4","Liberal","Ontario"
"544","1","Green","Standstill","1","Conservative","Quebec"
"545","1","Conservative","Unsure","4","Liberal","British Columbia"
"546","1","ndp","Wrong","4","Conservative","Alberta"
"547","1","Liberal","Right","4","Conservative","Ontario"
"548","1","Liberal","Wrong","4","Liberal","Manitoba"
"549","1","Liberal","Right","1","Liberal","Alberta"
"550","1","Liberal","Wrong","3","ndp","Ontario"
"551","1","Conservative","Right","4","Conservative","Alberta"
"552","0",NA,"Unsure","3",NA,"Quebec"
"553","1","BlocQbc","Right","4","Liberal","New Brunswick"
"554","1","Conservative","Standstill","4","Liberal","Quebec"
"555","1","Conservative","Right","2","Liberal","Ontario"
"556","1","Liberal","Right","4","Liberal","Ontario"
"557","1","Conservative","Wrong","4","Liberal","Ontario"
"558","1","Conservative","Right","3","ndp","Quebec"
"559","1","Green","Wrong","2","Conservative","Ontario"
"560","1","Liberal","Unsure","1","Liberal","Quebec"
"561","1","Liberal","Right","2","Conservative","Quebec"
"562","1","Conservative","Wrong","3","Liberal","Ontario"
"563","1","Liberal","Wrong","1","Conservative","British Columbia"
"564","1","Conservative","Wrong","5","Liberal","Saskatchewan"
"565","1","Conservative","Wrong","1","Conservative","Ontario"
"566","1","Conservative","Standstill","4","Other","Quebec"
"567","1","Conservative","Right","2","Liberal","Quebec"
"568","1","Conservative","Wrong","5","Liberal","Ontario"
"569","1","Liberal","Wrong","5","Conservative","Ontario"
"570","1","Green","Unsure","2","Conservative","Ontario"
"571","1","ndp","Wrong","5","Liberal","Ontario"
"572","1","Conservative","Right","2","Liberal","Ontario"
"573","1","Conservative","Right","2","Green","Quebec"
"574","0",NA,"Right","1",NA,"Quebec"
"575","1","Liberal","Right","2","Conservative","Alberta"
"576","1","Liberal","Right","4","BlocQbc","British Columbia"
"577","1","BlocQbc","Wrong","2","Liberal","British Columbia"
"578","1","Liberal","Right","2","Liberal","Ontario"
"579","1","Liberal","Wrong","4","Liberal","Ontario"
"580","1","Liberal","Standstill","4","Liberal","Alberta"
"581","1","Liberal","Wrong","2","Liberal","Quebec"
"582","1","Liberal","Wrong","1","Liberal","Ontario"
"583","1","Liberal","Wrong","2","Liberal","Alberta"
"584","1","Liberal","Standstill","4","Liberal","Ontario"
"585","1","Green","Standstill","2","Liberal","Quebec"
"586","1","Conservative","Right","2","Conservative","Alberta"
"587","1","Conservative","Right","2","Liberal","Manitoba"
"588","0",NA,"Wrong","2",NA,"Alberta"
"589","1","PreferNot","Wrong","1","Liberal","Ontario"
"590","1","Liberal","Unsure","3","BlocQbc","Ontario"
"591","1","Liberal","Wrong","3","Conservative","Nova Scotia"
"592","1","Liberal","Standstill","3","Conservative","Ontario"
"593","1","Conservative","Right","4","ndp","Ontario"
"594","0",NA,"Wrong","4",NA,"Quebec"
"595","1","Conservative","Wrong","4","Liberal","Alberta"
"596","1","Conservative","Unsure","2","ndp","Newfoundland and Labrador"
"597","1","Conservative","Standstill","3","Conservative","Nova Scotia"
"598","1","Liberal","Wrong","3","BlocQbc","Quebec"
"599","1","Conservative","Wrong","4","Conservative","Ontario"
"600","0",NA,"Standstill","4",NA,"Alberta"
"601","1","Liberal","Standstill","3","Liberal","British Columbia"
"602","1","Liberal","Standstill","4","Liberal","Alberta"
"603","1","ndp","Right","3","Conservative","Quebec"
"604","1","Liberal","Standstill","1","Liberal","Alberta"
"605","1","Conservative","Right","2","Conservative","Quebec"
"606","1","Liberal","Standstill","4","BlocQbc","Ontario"
"607","1","Conservative","Right","3","Liberal","Ontario"
"608","0",NA,"Standstill","5",NA,"Ontario"
"609","1","Liberal","Right","3","Liberal","Ontario"
"610","1","Liberal","Wrong","2","Liberal","British Columbia"
"611","1","Liberal","Right","2","Liberal","British Columbia"
"612","1","PreferNot","Standstill","1","Liberal","Ontario"
"613","1","Liberal","Standstill","4","Liberal","Alberta"
"614","1","Liberal","Right","4","Liberal","Ontario"
"615","1","ndp","Wrong","4","Green","Quebec"
"616","1","BlocQbc","Wrong","3","Liberal","Ontario"
"617","1","ndp","Wrong","4","Other","Alberta"
"618","1","Liberal","Right","3","Conservative","Quebec"
"619","0",NA,"Wrong","2",NA,"New Brunswick"
"620","1","Conservative","Standstill","4","Liberal","Quebec"
"621","1","Conservative","Wrong","4","Liberal","British Columbia"
"622","1","Liberal","Unsure","3","Liberal","Ontario"
"623","1","BlocQbc","Standstill","5","Conservative","Ontario"
"624","1","Liberal","Standstill","2","Conservative","Ontario"
"625","1","Liberal","Right","2","BlocQbc","Ontario"
"626","1","Conservative","Standstill","2","Liberal","Ontario"
"627","1","Conservative","Right","4","Conservative","British Columbia"
"628","1","Conservative","Right","2","BlocQbc","Newfoundland and Labrador"
"629","1","Liberal","Right","2","Conservative","British Columbia"
"630","1","Conservative","Right","5","Liberal","Quebec"
"631","1","Conservative","Unsure","3","BlocQbc","Quebec"
"632","1","PreferNot","Wrong","4","Other","Nova Scotia"
"633","1","Liberal","Standstill","5","BlocQbc","Ontario"
"634","1","Green","Wrong","5","Conservative","Quebec"
"635","1","Conservative","Standstill","4","Liberal","Quebec"
"636","1","Liberal","Wrong","5","Liberal","Ontario"
"637","1","Liberal","Right","1","Liberal","British Columbia"
"638","0",NA,"Right","2",NA,"Alberta"
"639","1","BlocQbc","Unsure","2","Conservative","Ontario"
"640","1","Liberal","Right","1","ndp","Ontario"
"641","1","Liberal","Right","5","Liberal","Alberta"
"642","0",NA,"Wrong","4",NA,"Ontario"
"643","1","Conservative","Unsure","4","Liberal","Alberta"
"644","1","Liberal","Standstill","5","Conservative","Nova Scotia"
"645","1","Liberal","Standstill","4","Conservative","New Brunswick"
"646","1","ndp","Unsure","4","Liberal","Quebec"
"647","1","ndp","Right","3","BlocQbc","Ontario"
"648","1","Liberal","Right","2","Liberal","Saskatchewan"
"649","1","ndp","Wrong","5","BlocQbc","Alberta"
"650","1","Liberal","Right","2","ndp","Ontario"
"651","1","Conservative","Standstill","4","BlocQbc","Ontario"
"652","1","Conservative","Standstill","4","Liberal","Quebec"
"653","1","Conservative","Right","4","Conservative","Quebec"
"654","1","Liberal","Right","3","Conservative","Ontario"
"655","1","Liberal","Standstill","5","Conservative","Ontario"
"656","1","Liberal","Right","4","Liberal","Alberta"
"657","1","Liberal","Wrong","4","Liberal","Prince Edward Island"
"658","1","Conservative","Standstill","2","Conservative","Ontario"
"659","1","Liberal","Wrong","4","Liberal","Quebec"
"660","1","Liberal","Right","2","Conservative","Quebec"
"661","1","Liberal","Standstill","2","Liberal","Quebec"
"662","1","BlocQbc","Wrong","4","Conservative","Quebec"
"663","1","ndp","Standstill","3","Conservative","Alberta"
"664","1","Liberal","Standstill","4","Conservative","Ontario"
"665","1","Conservative","Right","3","Conservative","Ontario"
"666","1","Conservative","Standstill","5","Liberal","British Columbia"
"667","1","BlocQbc","Right","4","BlocQbc","Saskatchewan"
"668","1","Liberal","Standstill","5","Conservative","Ontario"
"669","1","Liberal","Wrong","3","Conservative","Quebec"
"670","1","Conservative","Right","3","ndp","Ontario"
"671","0",NA,"Right","2",NA,"Quebec"
"672","1","Conservative","Wrong","2","ndp","British Columbia"
"673","1","BlocQbc","Standstill","3","Conservative","Ontario"
"674","0",NA,"Right","5",NA,"Ontario"
"675","0",NA,"Wrong","1",NA,"Ontario"
"676","1","Liberal","Standstill","3","Liberal","Ontario"
"677","1","Liberal","Standstill","2","Liberal","Ontario"
"678","1","PreferNot","Wrong","5","Conservative","Alberta"
"679","1","Conservative","Wrong","2","Other","Northwest Territories"
"680","1","Green","Standstill","4","Liberal","Quebec"
"681","1","Conservative","Right","3","Liberal","Alberta"
"682","1","Liberal","Wrong","5","Liberal","Ontario"
"683","1","BlocQbc","Wrong","5","Liberal","Alberta"
"684","0",NA,"Standstill","4",NA,"Alberta"
"685","1","Conservative","Right","1","ndp","Ontario"
"686","1","Liberal","Right","3","Conservative","Ontario"
"687","1","Conservative","Right","4","Liberal","Ontario"
"688","1","Liberal","Wrong","4","Conservative","Ontario"
"689","1","ndp","Right","5","BlocQbc","Ontario"
"690","1","Liberal","Right","5","Liberal","Saskatchewan"
"691","1","Conservative","Wrong","1","ndp","Ontario"
"692","1","Liberal","Right","4","Conservative","Nova Scotia"
"693","1","Liberal","Standstill","4","Liberal","Ontario"
"694","1","Liberal","Unsure","4","Conservative","British Columbia"
"695","1","Liberal","Right","3","Green","Quebec"
"696","1","ndp","Unsure","3","Liberal","British Columbia"
"697","1","Liberal","Standstill","2","Liberal","Ontario"
"698","1","Liberal","Standstill","3","Liberal","Manitoba"
"699","1","Green","Wrong","1","Conservative","Newfoundland and Labrador"
"700","1","Liberal","Wrong","4","Liberal","Ontario"
"701","1","Liberal","Right","4","Liberal","Ontario"
"702","1","Liberal","Right","4","Conservative","Quebec"
"703","1","Conservative","Wrong","5","Liberal","British Columbia"
"704","1","Conservative","Standstill","4","Conservative","Ontario"
"705","1","Liberal","Right","2","Liberal","Ontario"
"706","1","Conservative","Right","5","ndp","Quebec"
"707","1","Liberal","Unsure","2","Liberal","Ontario"
"708","1","Liberal","Right","2","Conservative","Ontario"
"709","1","Liberal","Right","5","Conservative","New Brunswick"
"710","1","Conservative","Right","5","Conservative","British Columbia"
"711","1","Liberal","Standstill","2","Conservative","Ontario"
"712","1","Liberal","Right","3","BlocQbc","Ontario"
"713","1","Conservative","Right","5","Green","Ontario"
"714","1","Liberal","Wrong","2","BlocQbc","Alberta"
"715","1","ndp","Right","5","Liberal","Northwest Territories"
"716","1","Liberal","Right","3","Green","Ontario"
"717","1","Conservative","Wrong","2","Liberal","Ontario"
"718","1","Liberal","Standstill","4","Conservative","Ontario"
"719","1","ndp","Standstill","2","Liberal","Ontario"
"720","1","Liberal","Wrong","4","Liberal","Ontario"
"721","1","Green","Right","4","Liberal","Quebec"
"722","1","Liberal","Unsure","4","Green","British Columbia"
"723","1","Liberal","Wrong","5","BlocQbc","Manitoba"
"724","1","Liberal","Wrong","3","Conservative","British Columbia"
"725","1","Conservative","Unsure","5","Conservative","Ontario"
"726","1","Liberal","Standstill","4","Liberal","Quebec"
"727","1","Conservative","Standstill","2","Liberal","British Columbia"
"728","1","Conservative","Standstill","2","Conservative","Ontario"
"729","1","BlocQbc","Right","4","Conservative","British Columbia"
"730","1","Conservative","Wrong","3","Liberal","Manitoba"
"731","1","Liberal","Wrong","1","Conservative","Nova Scotia"
"732","0",NA,"Right","1",NA,"British Columbia"
"733","0",NA,"Unsure","4",NA,"Quebec"
"734","1","Liberal","Wrong","2","Conservative","Ontario"
"735","1","Liberal","Right","4","Liberal","Northwest Territories"
"736","1","PreferNot","Right","4","Liberal","Ontario"
"737","0",NA,"Right","3",NA,"British Columbia"
"738","0",NA,"Standstill","3",NA,"Nova Scotia"
"739","1","Liberal","Wrong","2","Conservative","Ontario"
"740","1","ndp","Standstill","5","BlocQbc","Ontario"
"741","1","Conservative","Standstill","2","Conservative","British Columbia"
"742","1","PreferNot","Right","3","Conservative","British Columbia"
"743","1","Liberal","Standstill","2","Liberal","Ontario"
"744","1","Liberal","Right","5","ndp","Ontario"
"745","1","Conservative","Right","2","ndp","Ontario"
"746","1","Liberal","Right","4","ndp","Quebec"
"747","1","Liberal","Wrong","2","BlocQbc","Ontario"
"748","1","Conservative","Wrong","4","Liberal","Ontario"
"749","1","PreferNot","Right","5","Conservative","Ontario"
"750","1","Liberal","Right","3","Conservative","New Brunswick"
"751","1","Liberal","Right","3","BlocQbc","Newfoundland and Labrador"
"752","1","Liberal","Standstill","4","Liberal","Northwest Territories"
"753","1","Conservative","Wrong","4","Green","Quebec"
"754","0",NA,"Wrong","4",NA,"Quebec"
"755","1","Liberal","Unsure","1","Conservative","Manitoba"
"756","1","Liberal","Right","1","Liberal","Ontario"
"757","1","Liberal","Right","2","ndp","Ontario"
"758","1","Conservative","Standstill","5","Conservative","Ontario"
"759","0",NA,"Right","4",NA,"British Columbia"
"760","0",NA,"Right","1",NA,"British Columbia"
"761","1","Liberal","Right","4","Other","Quebec"
"762","1","ndp","Unsure","4","Liberal","Ontario"
"763","1","Conservative","Wrong","5","Conservative","Ontario"
"764","1","Conservative","Right","5","ndp","Ontario"
"765","1","Green","Standstill","5","Conservative","Ontario"
"766","1","Conservative","Wrong","3","Conservative","British Columbia"
"767","1","Liberal","Right","2","Conservative","Quebec"
"768","1","Conservative","Standstill","1","ndp","British Columbia"
"769","1","Liberal","Right","4","ndp","Quebec"
"770","1","Conservative","Right","4","Liberal","Ontario"
"771","1","Liberal","Wrong","3","Green","Nova Scotia"
"772","1","Liberal","Unsure","2","BlocQbc","Nunavut"
"773","1","Liberal","Wrong","2","ndp","Ontario"
"774","1","Conservative","Right","4","Liberal","Nova Scotia"
"775","0",NA,"Wrong","4",NA,"Ontario"
"776","1","Liberal","Wrong","5","Liberal","British Columbia"
"777","1","Liberal","Wrong","3","Conservative","Ontario"
"778","1","Conservative","Right","3","Conservative","Ontario"
"779","1","Conservative","Right","3","Liberal","Quebec"
"780","1","Liberal","Standstill","1","Conservative","British Columbia"
"781","1","Liberal","Unsure","2","Conservative","Ontario"
"782","0",NA,"Wrong","2",NA,"Ontario"
"783","1","ndp","Right","4","Liberal","Ontario"
"784","1","Liberal","Wrong","2","Liberal","Ontario"
"785","1","BlocQbc","Right","4","Liberal","British Columbia"
"786","1","Liberal","Wrong","4","Liberal","Newfoundland and Labrador"
"787","1","Liberal","Right","1","Liberal","Ontario"
"788","1","Liberal","Standstill","3","Liberal","Quebec"
"789","1","Conservative","Wrong","3","Conservative","Ontario"
"790","1","BlocQbc","Standstill","5","Liberal","Ontario"
"791","1","Conservative","Standstill","1","Conservative","Alberta"
"792","1","Conservative","Standstill","5","Liberal","Ontario"
"793","1","Liberal","Unsure","3","Liberal","Ontario"
"794","1","Conservative","Wrong","4","Liberal","Quebec"
"795","1","Conservative","Right","1","BlocQbc","Ontario"
"796","0",NA,"Wrong","4",NA,"Ontario"
"797","0",NA,"Standstill","4",NA,"Quebec"
"798","1","BlocQbc","Standstill","4","Liberal","Ontario"
"799","1","Liberal","Wrong","5","Conservative","Ontario"
"800","1","Conservative","Standstill","5","Liberal","British Columbia"
"801","1","Liberal","Right","2","ndp","Ontario"
